instance_id,label_gpt4o,label_wiktionary,dtw_distance
12691,MALURD,MALURD,8.603
12692,MAL-ee-ayt,MAL-ee-ayt,10.4211
12693,MALEE,MALEE,8.4595
12694,maluhmuh·-ROHKING,maluhmuh·-ROHKING,9.7047
12695,MALOH,MALOH,8.7662
12696,mal·-OH-duh-ruhs,mal·-OH-duh-ruhs,8.7062
12697,MAWLTOHZ,MAWLTOHZ,10.0158
12698,mal-TREET,mal-TREET,10.8734
12699,mal-TREET-ment,mal-TREET-ment,9.0731
127,uh-BAY-uhns,uh-BAY-uhns,10.9344
1270,an-TAGUHNIZUHM,an-TAGUHNIZUHM,10.604
12700,MAL-wayuh,MAL-wayuh,8.9065
12701,MAHMUH,MAHMUH,7.9335
12702,MAHM-bah,MAHM-bah,10.696
12703,MAMBUHUU,MAMBUHUU,10.3694
12704,mah-MAY,mah-MAY,10.6066
12705,MAMUHL,MAMUHL,9.3048
12706,MAMUHREE,MAMUHREE,10.7488
12707,MAMIT,MAMIT,11.2894
12708,MAMUHTHREPT,MAMUHTHREPT,10.9631
12709,man,man,11.475
1271,an-TAGUHNIST,an-TAGUHNIST,8.9036
12710,-an,-an,11.466
12711,MANUHK(UH)L,MANUHK(UH)L,10.7823
12712,MANUHJUHB(UH)L,MANUHJUHB(UH)L,9.6417
12713,MANIJMUHNT,MANIJMUHNT,10.0305
12714,MAN-uh-jur,MAN-uh-jur,9.0577
12715,manuh·-JIUHREE-uhl,manuh·-JIUHREE-uhl,10.2563
12716,muh-NA-sight,muh-NA-sight,10.6554
12717,man‿uht‿·-AHMZ,man‿uht‿·-AHMZ,9.2249
12718,MAN-uh-tee·,MAN-uh-tee·,10.2919
12719,muh-NAV(UH)LINZ,muh-NAV(UH)LINZ,11.6424
1272,an-tag-uh-NIS-tik,an-tag-uh-NIS-tik,11.2796
12720,man-DAYMUHS,man-DAYMUHS,10.2022
12721,MUNDUHPUH,MUNDUHPUH,10.6068
12722,MANDAYT,MANDAYT,9.4026
12723,MANDAYT,MANDAYT,9.7574
12724,MAN-duh-t(aw)ree·,MAN-duh-t(aw)ree·,7.8914
12725,MANDIL,MANDIL,11.558
12726,mahn-DILIUHN,mahn-DILIUHN,10.1693
12727,MANDUHLIN,MANDUHLIN,10.5194
12728,MAN-down·,MAN-down·,10.0831
12729,MAN-dril,MAN-dril,11.1258
1273,an-TAHKTIK,an-TAHKTIK,9.7204
12730,mahn-DILIUHN,mahn-DILIUHN,11.5043
12731,MAHNAYZ,MAHNAYZ,11.4423
12732,muh-NOOVUR,muh-NOOVUR,9.0453
12733,muh-NOOVUH,muh-NOOVUH,10.0011
12734,MANFLOO-uhnsuh,MANFLOO-uhnsuh,10.6274
12735,MAYN-juh,MAYN-juh,8.3713
12736,MANGGOH,MANGGOH,9.1792
12737,manggoh·-REE-tuh,manggoh·-REE-tuh,10.2629
12738,MAN-han·-duhl,MAN-han·-duhl,8.4957
12739,manhuhuul,manhuhuul,10.3921
1274,an-TAHR(K)TIKUH,an-TAHR(K)TIKUH,10.0773
12740,MAYNEE-ak·,MAYNEE-ak·,10.369
12741,mani·-KEEUHN,mani·-KEEUHN,10.9886
12742,MA-ni-kyuur,MA-ni-kyuur,11.007
12743,MAN-i-fest-lee,MAN-i-fest-lee,11.2886
12744,MA-ni-may,MA-ni-may,9.419
12745,MANUHPUHL,MANUHPUHL,10.2383
12746,muh-NIPYUULUHBUHL,muh-NIPYUULUHBUHL,11.6697
12747,muh-NIPYUH-laytuhbuhl·,muh-NIPYUH-laytuhbuhl·,8.6992
12748,muh-NIP-yuh-layt,muh-NIP-yuh-layt,8.8013
12749,muh-nip·-yoo-LAY-shuhn,muh-nip·-yoo-LAY-shuhn,10.0564
1275,ANT-eetur·,ANT-eetur·,10.1513
12750,muh-NIPYUULAYTUH,muh-NIPYUULAYTUH,10.6007
12751,muhnipuur·,muhnipuur·,10.3529
12752,MANITOO,MANITOO,10.2916
12753,MANITUH-wawk·,MANITUH-wawk·,8.349
12754,mangks,mangks,9.8579
12755,MANLINUHS,MANLINUHS,9.128
12756,MANLEE,MANLEE,11.7397
12757,MANUH-kin·,MANUH-kin·,10.6351
12758,MANUR,MANUR,7.6382
12759,MANUH-rizuhm·,MANUH-rizuhm·,9.3073
1276,an-TESIDUHNS,an-TESIDUHNS,9.9734
12760,MAN-urz,MAN-urz,8.5382
12761,MANLIGHN,MANLIGHN,10.2732
12762,muh-NOOVUH,muh-NOOVUH,10.0984
12763,muh-NOOVUR,muh-NOOVUR,9.7224
12764,MANUH,MANUH,10.5119
12765,-awreeuhl,-awreeuhl,8.7287
12766,MAN-uh-sfiur,MAN-uh-sfiur,11.1422
12767,MAN-pak·,MAN-pak·,10.5701
12768,mong-KAY,mong-KAY,10.5589
12769,mong-KAY,mong-KAY,10.0543
1277,anti·-SEEDUHNT,anti·-SEEDUHNT,9.8201
12770,MAN-survuhnt·,MAN-survuhnt·,7.854
12771,MANSHIP,MANSHIP,11.108
12772,MAN-spreding·,MAN-spreding·,9.9424
12773,man-SOOUHT(Y)OOD,man-SOOUHT(Y)OOD,9.7776
12774,MAN-tuh,MAN-tuh,10.6923
12775,mantuh-LETUH,mantuh-LETUH,10.7467
12776,MANTLPEES,MANTLPEES,8.2594
12777,MANTIS,MANTIS,9.8765
12778,MANTLUHT,MANTLUHT,10.8062
12779,MAN-y(oo)uhl,MAN-y(oo)uhl,9.4867
1278,anti·-SEEDUHNT,anti·-SEEDUHNT,11.5301
12780,MAN-y(uu)uhl,MAN-y(uu)uhl,10.1888
12781,manyuh·-FAKCHURD,manyuh·-FAKCHURD,9.7193
12782,manyuh·-FAKCHUHRUR,manyuh·-FAKCHUHRUR,9.0914
12783,manyuh·-FAKCHUHRING,manyuh·-FAKCHUHRING,8.2108
12784,manyuu-MISHUHN,manyuu-MISHUHN,10.4625
12785,man-UP,man-UP,10.5865
12786,muh-N(Y)UUR,muh-N(Y)UUR,10.17
12787,MAN-yuh-skript·,MAN-yuh-skript·,11.5918
12788,mangks,mangks,9.8452
12789,MENEE,MENEE,9.9768
1279,AN-tee-chaym·-bur,AN-tee-chaym·-bur,9.5608
12790,MENEE,MENEE,8.697
12791,MENEE,MENEE,8.108
12792,menee‿uh·-MIKUHL-mayks‿uh-MUKUHL,menee‿uh·-MIKUHL-mayks‿uh-MUKUHL,9.5575
12793,MOWREE,MOWREE,11.8118
12794,MAHRUH,MAHRUH,10.1256
12795,muh-RAHTEE,muh-RAHTEE,12.1728
12796,MA-ra-thuhn-uh,MA-ra-thuhn-uh,7.792
12797,muh-RAWDUH,muh-RAWDUH,11.9327
12798,MAHR-buhl,MAHR-buhl,7.0377
12799,mahrch,mahrch,8.9517
128,uh-BAY-uhn-SIZ,uh-BAY-uhn-SIZ,10.069
1280,ANTEE-dayt·,ANTEE-dayt·,10.7996
12800,mahrch,mahrch,8.9388
12801,mahrcht,mahrcht,11.0845
12802,MAHRCHIZ,MAHRCHIZ,9.7613
12803,MAHRCHING,MAHRCHING,12.6962
12804,MAHRCHING-awrrrz·,MAHRCHING-awrrrz·,10.0409
12805,MAHRKOH-POHLOH,MAHRKOH-POHLOH,9.7649
12806,MAHKUHS,MAHKUHS,9.4761
12807,MAHDEE,MAHDEE,8.1481
12808,meur,meur,10.0448
12809,MEZ-nest,MEZ-nest,10.6769
1281,an-TIR-ee-ur,an-TIR-ee-ur,8.6141
12810,MAHJUHNT,MAHJUHNT,10.4415
12811,MAHRJ(UH)N,MAHRJ(UH)N,10.307
12812,MA-ji-nuhl,MA-ji-nuhl,8.6627
12813,mahjinuhligh·-ZAYSHUHN,mahjinuhligh·-ZAYSHUHN,10.4249
12814,MAHRJINUHLEE,MAHRJINUHLEE,9.7982
12815,mahguh·-REET,mahguh·-REET,9.4081
12816,muh-RIM-buh,muh-RIM-buh,10.7678
12817,-eenuh,-eenuh,9.7002
12818,muh-REENUH,muh-REENUH,9.7964
12819,MARINAYT,MARINAYT,10.54
1282,AN-tee-ruum,AN-tee-ruum,9.9435
12820,muh-REEN,muh-REEN,10.2559
12821,MARINUH,MARINUH,10.6794
12822,MARITUHL,MARITUHL,11.3139
12823,mahri·-TOHTSOH,mahri·-TOHTSOH,12.6634
12824,mahrk,mahrk,10.0844
12825,mahrkt,mahrkt,9.0794
12826,MAHR-kid,MAHR-kid,10.5647
12827,MAHKIDLEE,MAHKIDLEE,10.6548
12828,MAHKIT,MAHKIT,11.5355
12829,MAHRKIT,MAHRKIT,8.0639
1283,anthel-MINTIK,anthel-MINTIK,12.0898
12830,mahrks,mahrks,8.6358
12831,MAHRKSMUHN,MAHRKSMUHN,9.0319
12832,MAHK-up,MAHK-up,8.3399
12833,MAHR-muh-layd,MAHR-muh-layd,9.1883
12834,MAHMIGHT,MAHMIGHT,10.3978
12835,MAH-muht,MAH-muht,9.8669
12836,mahrn,mahrn,11.8968
12837,maruh·-KAYN,maruh·-KAYN,10.63
12838,muh-ROON,muh-ROON,12.5723
12839,MAHR-kwis,MAHR-kwis,9.8017
1284,ANTHIL,ANTHIL,11.5395
12840,MAHKITREE,MAHKITREE,9.2015
12841,mah-KEEZ,mah-KEEZ,9.8764
12842,MARUHM,MARUHM,12.7181
12843,MAHRZ,MAHRZ,9.4627
12844,MAHRZ,MAHRZ,9.4691
12845,mahs,mahs,10.2107
12846,mahrsh,mahrsh,8.0628
12847,MAHSHUHL,MAHSHUHL,9.8335
12848,MAHRSHUHL,MAHRSHUHL,9.8326
12849,MAHRSHUHL,MAHRSHUHL,10.8681
1285,ANT-hil,ANT-hil,9.7431
12850,MAH-shuhl-IGH-luhndz,MAH-shuhl-IGH-luhndz,11.5257
12851,MAHR-shuhl-IGH-luhndz,MAHR-shuhl-IGH-luhndz,10.1584
12852,MAHTUH,MAHTUH,11.9425
12853,MAHTUHL,MAHTUHL,12.1713
12854,MAHR-tuhn,MAHR-tuhn,8.4103
12855,MAHTHUH,MAHTHUH,11.91
12856,MAHRSHUHL,MAHRSHUHL,9.4871
12857,MAHR-tin,MAHR-tin,10.8297
12858,mahr-TEENUH,mahr-TEENUH,9.2462
12859,mahti·-NEEK,mahti·-NEEK,11.1241
1286,anthi-MIUHREEUH,anthi-MIUHREEUH,11.6362
12860,MAHR-tur,MAHR-tur,8.6856
12861,MAH-tuh-duhm,MAH-tuh-duhm,10.6271
12862,MAHRVL,MAHRVL,10.9061
12863,MAHRVUHLUHS,MAHRVUHLUHS,11.0299
12864,MAHRVUHLUHS,MAHRVUHLUHS,8.7877
12865,MAHRKSIZUHM,MAHRKSIZUHM,10.0447
12866,MAHRKSIST,MAHRKSIST,9.2977
12867,mayree·-maree·-·-MEREE-murjur·,mayree·-maree·-·-MEREE-murjur·,12.6283
12868,MASKYUHLUHN,MASKYUHLUHN,12.495
12869,maskyuh·-LINITEE,maskyuh·-LINITEE,10.2138
1287,an-THAHLUHJEE,an-THAHLUHJEE,9.0206
12870,mayz,mayz,10.7932
12871,MASH-up·,MASH-up·,9.6417
12872,mask,mask,7.9905
12873,MAZLIN,MAZLIN,9.9355
12874,MA-suh-kist·,MA-suh-kist·,8.9935
12875,ma·-suh-KIS-tik,ma·-suh-KIS-tik,9.6879
12876,MAYSUHNREE,MAYSUHNREE,9.4416
12877,MAYSUHNREE,MAYSUHNREE,7.8162
12878,MAS-uh-kuh,MAS-uh-kuh,9.8185
12879,masuhran·-DOOBUH,masuhran·-DOOBUH,11.6282
1288,ANTHRUH-sight·,ANTHRUH-sight·,9.2694
12880,masuh·-SAWGUH,masuh·-SAWGUH,10.614
12881,MAS-iz,MAS-iz,8.4954
12882,MASIKUHUU,MASIKUHUU,11.0759
12883,MAS-iv-lee,MAS-iv-lee,10.8076
12884,MAS-tur,MAS-tur,7.8708
12885,-astuh,-astuh,8.9359
12886,MAS-tur-mighnd·,MAS-tur-mighnd·,8.724
12887,MAH-stuh-muind,MAH-stuh-muind,10.9223
12888,MASTUR-pees·,MASTUR-pees·,11.6816
12889,MAS-turz,MAS-turz,8.9259
1289,AN-thraks,AN-thraks,9.2355
12890,MAHS-t(uh-)ree,MAHS-t(uh-)ree,10.6043
12891,MASTIKAYT,MASTIKAYT,8.3997
12892,MASTIKAYT,MASTIKAYT,9.4469
12893,mas-TIGHTIS,mas-TIGHTIS,10.528
12894,MAS-tur-bayt,MAS-tur-bayt,9.444
12895,mastur·-BAYSHUHN,mastur·-BAYSHUHN,8.5626
12896,masturbuh·-TAWREE-uhm,masturbuh·-TAWREE-uhm,9.0079
12897,MAS-tur-buh-tor·-ee,MAS-tur-buh-tor·-ee,10.0458
12898,mat,mat,10.5741
12899,mahtuh·-DEUHRUHUU,mahtuh·-DEUHRUHUU,8.9623
129,uh-BAY-uhnt-see,uh-BAY-uhnt-see,10.4173
1290,AN-thruh-puh-seen·,AN-thruh-puh-seen·,10.6227
12900,MA-chuh,MA-chuh,10.4023
12901,MAH-chuh,MAH-chuh,9.0251
12902,MACH-mayking·,MACH-mayking·,9.7933
12903,mayt,mayt,8.6905
12904,mayt,mayt,9.7413
12905,muh-TAYOH,muh-TAYOH,10.7306
12906,muh-TIR-ee-uhl,muh-TIR-ee-uhl,7.6319
12907,muh-TIREEUHLIZUHM,muh-TIREEUHLIZUHM,9.6245
12908,muh-TIUHREEUHLIZUHM,muh-TIUHREEUHLIZUHM,10.4754
12909,muh-TEERIUHLIST,muh-TEERIUHLIST,9.1101
1291,ANTHRUHPOYD,ANTHRUHPOYD,10.8709
12910,muh-tiuhr·-ee-uh-LIS-tik,muh-tiuhr·-ee-uh-LIS-tik,11.0598
12911,muh-TIREE-uhlz,muh-TIREE-uhlz,7.8672
12912,MAYTUR-lektee-OHNIS,MAYTUR-lektee-OHNIS,9.364
12913,muh-TURNITEE,muh-TURNITEE,10.356
12914,-aytee,-aytee,9.7772
12915,mathuh·-MATIKUHL,mathuh·-MATIKUHL,11.0266
12916,-astuh,-astuh,9.3037
12917,maths,maths,10.2484
12918,muh-TILDUH,muh-TILDUH,9.5076
12919,MATI-nay·,MATI-nay·,10.6727
1292,an-thruh-puh-LAHJEEKUHL,an-thruh-puh-LAHJEEKUHL,12.3637
12920,muh-TRIK,muh-TRIK,11.9433
12921,MAYTRISEEZ,MAYTRISEEZ,9.776
12922,MAT-ri-moh·-nee,MAT-ri-moh·-nee,9.3277
12923,MAYTRUHNLEE,MAYTRUHNLEE,9.6897
12924,mat,mat,8.3842
12925,MATUR,MATUR,7.5943
12926,MATUHR-uhv-FAKT-lee,MATUHR-uhv-FAKT-lee,9.2215
12927,MATUHR-uhv-FAKT-lee,MATUHR-uhv-FAKT-lee,8.8724
12928,MATURZ,MATURZ,10.3236
12929,MAWD-lin,MAWD-lin,10.8278
1293,anthruh·-PAHLUHJEE,anthruh·-PAHLUHJEE,9.6906
12930,MAWD-lin,MAWD-lin,10.9059
12931,MAWGUR,MAWGUR,9.7484
12932,MAWGUR,MAWGUR,10.0998
12933,MAWNDUR,MAWNDUR,8.2246
12934,mori·-TAYNEE-uh,mori·-TAYNEE-uh,9.0787
12935,mawri·-TAYNEE-uh,mawri·-TAYNEE-uh,9.1124
12936,maw·-suh-LEE-uhm,maw·-suh-LEE-uhm,8.2487
12937,muhuuv,muhuuv,10.342
12938,MAVUHRIK,MAVUHRIK,11.0346
12939,MAVUHRIK,MAVUHRIK,10.5849
1294,anthruhpuh·-METRIK,anthruhpuh·-METRIK,10.672
12940,MAKSIMUHL,MAKSIMUHL,11.2252
12941,MAKSUHMIGHZ,MAKSUHMIGHZ,11.5833
12942,MAKSIMUHM,MAKSIMUHM,11.6343
12943,MAKSIMUHM,MAKSIMUHM,8.0355
12944,MIGHUH,MIGHUH,10.8778
12945,-ighuhn,-ighuhn,10.0248
12946,may-day-sweep,may-day-sweep,9.7437
12947,may-day-sweep,may-day-sweep,11.5143
12948,MAYHAP,MAYHAP,8.6504
12949,MAN-ayz,MAN-ayz,10.5341
1295,anthruh·-PAHMITRI,anthruh·-PAHMITRI,10.7299
12950,muh-ZOOMUH,muh-ZOOMUH,10.6076
12951,muh-KLUSKEE,muh-KLUSKEE,9.7391
12952,mee,mee,9.1299
12953,MED-oh,MED-oh,8.6031
12954,MEEDEE,MEEDEE,9.7484
12955,MEEGUR,MEEGUR,9.2565
12956,meel,meel,9.1325
12957,mee-AN-duh,mee-AN-duh,10.5153
12958,MEENING,MEENING,9.6836
12959,MEE-ning-fuul,MEE-ning-fuul,10.1468
1296,anthruhpuh·-MAWRFIK,anthruhpuh·-MAWRFIK,8.6441
12960,MEENINGLUHS,MEENINGLUHS,10.9912
12961,MEENLEE,MEENLEE,12.1207
12962,meenz,meenz,12.6318
12963,MEENTIGHM,MEENTIGHM,7.6516
12964,MEEZUHLZ,MEEZUHLZ,8.4572
12965,MEZH-uh,MEZH-uh,9.6876
12966,MEZH-ur,MEZH-ur,9.5172
12967,MEZHUHD,MEZHUHD,11.205
12968,MEZH-uh-muhnt,MEZH-uh-muhnt,10.4721
12969,MEZHURZ,MEZHURZ,9.175
1297,anthruhpuh·-MAWRFIZUHM,anthruhpuh·-MAWRFIZUHM,9.472
12970,meet,meet,10.5892
12971,MEETFAWK,MEETFAWK,10.1198
12972,MEET-lohf,MEET-lohf,10.5497
12973,MEBI-bight·,MEBI-bight·,10.5738
12974,mek,mek,12.9172
12975,muh-KANUHKUHL,muh-KANUHKUHL,10.2171
12976,muh-KANIKLEE,muh-KANIKLEE,11.6651
12977,muh-KANIKS,muh-KANIKS,8.2169
12978,MEKUHNIGHZ,MEKUHNIGHZ,8.3563
12979,MEK-uh-ni-zuhm,MEK-uh-ni-zuhm,9.1952
1298,anthropuhsfiur,anthropuhsfiur,10.6484
12980,MEKUHNIGHZ,MEKUHNIGHZ,10.7697
12981,MEDUHL,MEDUHL,10.3519
12982,muh-DALYUHN,muh-DALYUHN,10.4139
12983,MED-uhl,MED-uhl,9.5892
12984,MEDUHLSUHM,MEDUHLSUHM,10.6725
12985,MEDIVAK,MEDIVAK,10.7614
12986,MEE-dee-uh,MEE-dee-uh,9.0171
12987,MEE-diuhn,MEE-diuhn,9.1671
12988,MEEDEEAYTUR,MEEDEEAYTUR,9.9886
12989,MEEDIUHTRIKS,MEEDIUHTRIKS,9.8156
1299,AN-tee-kligh·-maks,AN-tee-kligh·-maks,10.3316
12990,MEDI-kayd·,MEDI-kayd·,10.6065
12991,MEDIKL,MEDIKL,7.7983
12992,MED-i-klee,MED-i-klee,10.4646
12993,MEDIKASTUH,MEDIKASTUH,11.095
12994,MEDIKAYT,MEDIKAYT,9.377
12995,MED-i-sin,MED-i-sin,8.5597
12996,muh-DEENUH,muh-DEENUH,9.5578
12997,meedee·-OHKUHR,meedee·-OHKUHR,9.0654
12998,mee-di-OK-ri-tee,mee-di-OK-ri-tee,9.3765
12999,medituh·-RAYNIUHN,medituh·-RAYNIUHN,9.5562
13,-iksth,-iksth,10.8072
130,uh-BAY-uhnt-see,uh-BAY-uhnt-see,9.5313
1300,ANTEEKLIGHN,ANTEEKLIGHN,9.1784
13000,medituh-RAYNEE-uhnighz,medituh-RAYNEE-uhnighz,11.1133
13001,MEDLUR,MEDLUR,9.839
13002,MEDTEK,MEDTEK,7.778
13003,muh-DOOSUH,muh-DOOSUH,9.9494
13004,mee,mee,8.2373
13005,meek,meek,9.8216
13006,meep,meep,12.163
13007,MIUH,MIUH,9.9632
13008,meet,meet,9.5294
13009,meet,meet,10.8658
1301,an·-tee-KLAWK-wahiz,an·-tee-KLAWK-wahiz,9.0796
13010,MEETING,MEETING,9.0862
13011,MEETINGZ,MEETINGZ,9.1502
13012,MEGUH-bight·,MEGUH-bight·,10.6313
13013,MEGUH-deth·,MEGUH-deth·,9.3794
13014,meguh-POLITUHN,meguh-POLITUHN,9.5748
13015,MEGUHRON,MEGUHRON,11.3085
13016,MEGUH-tun·,MEGUH-tun·,9.0517
13017,mayguh·-LAYUH,mayguh·-LAYUH,9.3032
13018,me,me,9.5466
13019,may,may,8.9771
1302,antee·-disi·-stablishmuhn·-TEUHREEUH-niz(uh)m·,antee·-disi·-stablishmuhn·-TEUHREEUH-niz(uh)m·,11.2051
13020,MAYNEE,MAYNEE,10.3431
13021,migh-OH-sis,migh-OH-sis,8.6292
13022,MIGHSTUH(R),MIGHSTUH(R),10.5189
13023,MEL-uh-meen,MEL-uh-meen,9.4967
13024,MEL-uh-meen,MEL-uh-meen,8.3244
13025,-uhuuleeuh,-uhuuleeuh,9.8983
13026,MEL-uhn-kah·-lee,MEL-uhn-kah·-lee,8.2877
13027,MELUHNIN,MELUHNIN,11.3989
13028,mel-KIZUHDEK,mel-KIZUHDEK,12.0931
13029,mel·-ee-AY-grighn,mel·-ee-AY-grighn,10.0636
1303,AN-ti-doht,AN-ti-doht,11.5263
13030,meelee-uhrayt,meelee-uhrayt,11.647
13031,MELOH,MELOH,10.1025
13032,muh-LOHDEE-uhn,muh-LOHDEE-uhn,10.181
13033,muh-LAHRIK,muh-LAHRIK,8.3044
13034,MELUH-drahmuh·,MELUH-drahmuh·,10.617
13035,MEL-uh-dee,MEL-uh-dee,9.0878
13036,MELUHNZ,MELUHNZ,9.63
13037,MEMBUR,MEMBUR,9.2081
13038,MEMBURZ,MEMBURZ,9.5866
13039,meemstur,meemstur,9.1279
1304,antee·-uh-METIK,antee·-uh-METIK,10.1791
13040,MEEMEE,MEEMEE,11.2393
13041,MEM-wah·,MEM-wah·,10.9153
13042,MEM-wahr·,MEM-wahr·,9.0945
13043,MEM-wahrz·,MEM-wahrz·,10.7026
13044,MEM(UH)RUHBL,MEM(UH)RUHBL,10.1003
13045,mem·-uh-RAN-duhm,mem·-uh-RAN-duhm,11.1653
13046,muh-MAWREE-uhl,muh-MAWREE-uhl,11.9455
13047,MEM(UH)REEZ,MEM(UH)REEZ,11.1884
13048,muh-MORITUH,muh-MORITUH,12.7374
13049,MEM-uh-righz·,MEM-uh-righz·,8.514
1305,antee,antee,9.5805
13050,MEM(UH)REE-layn·,MEM(UH)REE-layn·,10.6185
13051,men,men,9.5146
13052,me-NAHKEE,me-NAHKEE,10.825
13053,men-DAYSHUHSLEE,men-DAYSHUHSLEE,8.0266
13054,men-DASUHTEE,men-DASUHTEE,10.0461
13055,menduh·-LEEVEEUHM,menduh·-LEEVEEUHM,9.0526
13056,MEN-di-kuhnt,MEN-di-kuhnt,8.8084
13057,MEN-(h)i(uh)r·,MEN-(h)i(uh)r·,9.8533
13058,MEENEE-uhl,MEENEE-uhl,12.6448
13059,menin·-JIGHTIS,menin·-JIGHTIS,11.3251
1306,antigh,antigh,10.159
13060,MEN-ish,MEN-ish,9.2632
13061,mench,mench,9.4189
13062,MEN-seez,MEN-seez,9.9369
13063,MEN-stroo-uhl-kup,MEN-stroo-uhl-kup,11.3297
13064,MENSTRUUUHS,MENSTRUUUHS,9.998
13065,ment(uh)l·-EEZ,ment(uh)l·-EEZ,9.4888
13066,MENTUHLEE,MENTUHLEE,9.7251
13067,MENTHOL,MENTHOL,10.6705
13068,MENSHUHND,MENSHUHND,8.3473
13069,MENSHUHNING,MENSHUHNING,8.2031
1307,antee,antee,12.5154
13070,MENSHUHNZ,MENSHUHNZ,10.6849
13071,MEN-taw,MEN-taw,10.5656
13072,MAYUHUU-MAWRAY,MAYUHUU-MAWRAY,10.7023
13073,-owz,-owz,9.3862
13074,me·-fi-STO-fi-leez,me·-fi-STO-fi-leez,10.8167
13075,muh-KAPT(UH)N,muh-KAPT(UH)N,10.935
13076,MUR-suh-ner·-ee,MUR-suh-ner·-ee,8.8505
13077,MURCHUHNT,MURCHUHNT,7.5513
13078,MURCHUHNTS,MURCHUHNTS,10.1548
13079,MURSIFL,MURSIFL,10.1284
1308,antigh,antigh,12.1721
13080,MUR-sif(-uh)lee,MUR-sif(-uh)lee,8.6123
13081,MURSILUHSLI,MURSILUHSLI,10.2693
13082,MURSILUHSNUHS,MURSILUHSNUHS,10.2355
13083,muh-KYUUUH-ri-uhl,muh-KYUUUH-ri-uhl,10.4734
13084,MURSEE,MURSEE,9.3693
13085,miur,miur,8.8463
13086,MIRLEE,MIRLEE,9.7706
13087,murj,murj,10.2965
13088,MUR-juh,MUR-juh,10.6345
13089,mi-RIDIUHNUHL,mi-RIDIUHNUHL,12.1043
1309,an-tee·-g(w)uh-uhnd-bahr-BYOO-duh,an-tee·-g(w)uh-uhnd-bahr-BYOO-duh,9.8978
13090,MER-its,MER-its,8.3905
13091,-urk,-urk,11.6843
13092,MUR-lighuhn·,MUR-lighuhn·,10.7944
13093,MURLUHN,MURLUHN,10.9269
13094,MURL(UH)N,MURL(UH)N,10.8419
13095,MUR-mayd,MUR-mayd,8.8493
13096,MERUHNIM,MERUHNIM,10.3422
13097,MERILEE,MERILEE,8.5426
13098,MUR-zee-sighd·,MUR-zee-sighd·,10.3772
13099,MUR-vin,MUR-vin,10.4415
131,uh-BAY(UH)NT,uh-BAY(UH)NT,9.8317
1310,an-tee·-guh-uhn(d)-bah-B(Y)OO-duh,an-tee·-guh-uhn(d)-bah-B(Y)OO-duh,11.6167
13100,-elf,-elf,9.201
13101,meeziuhl,meeziuhl,10.3831
13102,MAYZ-muh-riz·-uhm,MAYZ-muh-riz·-uhm,11.383
13103,MEZMUHRIGHZ,MEZMUHRIGHZ,11.5565
13104,MAYSOH,MAYSOH,10.8444
13105,MES-on,MES-on,12.6505
13106,mesuhpuh-TAYMIUH,mesuhpuh-TAYMIUH,10.0754
13107,MESIJIZ,MESIJIZ,8.9107
13108,-es,-es,8.7077
13109,MES-n-jur,MES-n-jur,8.3752
1311,an-TEEGUHN,an-TEEGUHN,9.0598
13110,MES-n-jurz,MES-n-jurz,9.6368
13111,MESUH,MESUH,11.9352
13112,MESWIJ,MESWIJ,10.7248
13113,METUH,METUH,10.4421
13114,mi-TAB-uh-liz-uhm,mi-TAB-uh-liz-uhm,12.0879
13115,MET-uh-day·-tuh,MET-uh-day·-tuh,9.352
13116,METUH-nolij·,METUH-nolij·,10.6365
13117,MERL,MERL,8.7623
13118,METL,METL,10.1251
13119,METUHLOYD,METUHLOYD,11.1052
1312,an-TILUHPIGHN,an-TILUHPIGHN,11.0394
13120,MET-uh-lur·-jee,MET-uh-lur·-jee,8.7649
13121,MET-uh-fohr,MET-uh-fohr,10.6864
13122,metuh·-FAWRIKUHL,metuh·-FAWRIKUHL,9.9526
13123,metuh·-FIZIKUHL,metuh·-FIZIKUHL,8.6689
13124,metuh-FIZIKS,metuh-FIZIKS,8.6556
13125,mi-TASTUHSIS,mi-TASTUHSIS,10.1701
13126,METUHTEKST,METUHTEKST,11.1265
13127,MET-uh-vurs,MET-uh-vurs,11.6956
13128,meetiuh-RITIKS,meetiuh-RITIKS,12.083
13129,meetee·-uh-RAHLUHJEE,meetee·-uh-RAHLUHJEE,8.6879
1313,an·-ti-muh-KAS-ur,an·-ti-muh-KAS-ur,9.025
13130,MEE-ti-uh-rong,MEE-ti-uh-rong,10.4116
13131,MEETUHR,MEETUHR,9.2567
13132,mee-THINGKST,mee-THINGKST,8.329
13133,muh-thighuhni·-NEEMEE-uh,muh-thighuhni·-NEEMEE-uh,11.7242
13134,meth·-uh-DOL-uh-jee,meth·-uh-DOL-uh-jee,12.4097
13135,METHUHDZ,METHUHDZ,9.2742
13136,-eths,-eths,10.2465
13137,methil·-klawruhuu·-ighsuhuu·-thighuh·-ZUHUULINUHUUN,methil·-klawruhuu·-ighsuhuu·-thighuh·-ZUHUULINUHUUN,11.1093
13138,METHILEEN,METHILEEN,9.6102
13139,meti·-KAHL,meti·-KAHL,14.2092
1314,-eedeeuhl,-eedeeuhl,10.4719
13140,MEETINGZ,MEETINGZ,9.5902
13141,ME-tuh-nim,ME-tuh-nim,11.4664
13142,met·-uh-NIM-ik,met·-uh-NIM-ik,10.2611
